date,voll_mean,voll_min,voll_max,obs_count
2024-04-04,1202.6892430877833,1202.6892430877833,1202.6892430877833,1
2024-04-05,1205.677290896697,1204.1832669922403,1208.6653387056108,9
2024-04-06,1210.5668236749195,1207.1713148011538,1214.6414343234383,11
2024-04-07,1215.863817517994,1211.6533865145248,1220.6175299412657,11
2024-04-08,1223.6055777501795,1214.6414343234383,1231.075697272464,12
2024-04-09,1229.083665399855,1214.6414343234383,1241.5338646036619,15
2024-04-10,1235.5577689858344,1223.6055777501795,1244.5219124125758,12
2024-04-11,1243.5258964762713,1231.075697272464,1257.9681275526875,12
2024-04-12,1254.8733637505986,1240.0398406992053,1277.3904383106271,14
2024-04-13,1258.7151395049161,1243.0278885081188,1284.8605578329114,10
2024-04-14,1269.8136027951673,1250.4980080304033,1299.80079687748,14
2024-04-15,1278.3098376364467,1257.9681275526875,1308.7649403042212,13
2024-04-16,1291.8709776922858,1263.944223170515,1326.6932271577039,13
2024-04-17,1305.1365965362547,1266.932270979429,1341.6334662022728,14
2024-04-18,1308.0858385294682,1271.4143426927994,1350.5976096290137,11
2024-04-19,1328.0723261464334,1277.3904383106271,1361.055776960212,13
2024-04-20,1342.3230156966372,1287.848605641825,1378.9840638136943,13
2024-04-21,1352.9453614788747,1298.3067729730233,1386.4541833359788,14
2024-04-22,1361.1624929533875,1305.7768924953077,1396.912350667177,14
2024-04-23,1378.050298873409,1313.2470120175922,1411.8525897117456,16
2024-04-24,1377.2410359251614,1326.6932271577039,1425.2988048518575,12
2024-04-25,1395.41832676272,1349.103585724557,1434.2629482785987,13
2024-04-26,1416.4495863408438,1359.561753055755,1450.6972112276244,13
2024-04-27,1424.0182129337516,1371.51394429141,1456.6733068454519,14
2024-04-28,1442.7290837371877,1389.4422311448925,1473.1075697944773,15
2024-04-29,1454.1832670046904,1410.3585658072886,1486.5537849345894,12
2024-04-30,1461.1553785588223,1426.7928287563145,1492.529880552417,11
2024-05-01,1475.8657677719361,1444.7211156097967,1500.0000000747013,13
2024-05-02,1486.6687098503169,1459.6613546543656,1508.9641435014425,13
2024-05-03,1506.2962436720552,1483.5657371256757,1531.3745020682954,14
2024-05-04,1523.099908135919,1500.0000000747013,1550.796812826235,13
2024-05-05,1534.090909167308,1508.9641435014425,1564.2430279663467,11
2024-05-06,1546.8127490810164,1519.4223108326405,1576.1952192020017,15
2024-05-07,1559.6115538625304,1526.892430354925,1583.6653387242861,10
2024-05-08,1564.9325774607116,1529.8804781638387,1594.1235060554843,13
2024-05-09,1568.7250996797175,1540.3386454950366,1600.0996016733118,10
2024-05-10,1586.6533865331999,1586.6533865331999,1586.6533865331999,1
2024-05-15,1624.7509960968503,1580.6772909153724,1641.9322709981043,8
2024-05-16,1634.5979718307703,1591.1354582465704,1647.9083666159315,11
2024-05-17,1640.4382470936473,1597.1115538643978,1658.36653394713,13
2024-05-18,1648.5979161102964,1609.063745100053,1664.3426295649574,13
2024-05-19,1658.3665339471297,1615.0398407178805,1676.2948208006121,14
2024-05-20,1661.9770917162339,1626.9920319535354,1679.282868609526,12
2024-05-21,1680.1792829522003,1644.920318807018,1697.2111554630087,15
2024-05-22,1691.7623623996951,1662.8486056605004,1719.6215140298616,17
2024-05-23,1711.1553785712729,1677.788844705069,1749.501992118999,12
2024-05-24,1723.1431418046527,1700.1992032719222,1771.9123506858523,14
2024-05-25,1744.7900705741736,1719.6215140298616,1797.3107570616191,13
2024-05-26,1767.0567729963675,1731.5737052655168,1816.7330678195585,12
2024-05-27,1770.6317587677463,1742.0318725967147,1830.1792829596702,14
2024-05-28,1796.736132482982,1759.9601594501974,1855.5776893354373,13
2024-05-29,1803.9508633036496,1776.394422399223,1866.0358566666353,9
2024-05-30,1816.4529383374727,1788.346613634878,1879.482071806747,16
2024-05-31,1846.5068299155205,1816.7330678195585,1906.3745020869708,14
2024-06-01,1858.2669323634593,1825.6972112462997,1928.784860653824,15
2024-06-02,1886.8276893369932,1848.1075698131528,1948.207171411763,12
2024-06-03,1897.6095618474906,1861.5537849532648,1967.629482169703,15
2024-06-04,1904.5069722063997,1883.9641435201177,1981.0756973098146,12
2024-06-05,1925.7968128449102,1894.4223108513158,1994.5219124499265,12
2024-06-06,1948.4561753958394,1901.8924303736003,2015.4382471123224,12
2024-06-07,1952.4900399378732,1904.880478182514,2028.8844622524346,15
2024-06-08,1978.585657469053,1921.3147411315394,2045.31872520146,12
2024-06-09,1995.642430378269,1931.7729084627376,2063.2470120549424,12
2024-06-10,1940.7370518894788,1940.7370518894788,1940.7370518894788,1
2024-06-22,3645.418326874772,3410.8565738750426,3832.171314931881,4
2024-06-23,3815.8728723378063,3493.027888620171,4045.8167332692137,11
2024-06-24,3957.2709165317365,3627.490040021289,4254.9800798931765,15
2024-06-25,4185.159362758225,3871.01593644776,4495.517928510733,15
2024-06-26,4419.322709383433,4035.358565938016,4776.394422548625,17
2024-06-27,4673.605577921992,4332.669322924933,5004.980079930528,15
2024-06-28,4907.681773152773,4477.5896416572505,5400.896414611599,16
2024-06-29,5123.434832355321,4697.211155612411,5568.227091910768,14
2024-06-30,5451.078041049532,4903.386454427459,6023.904382770115,17
2024-07-01,5634.177575693221,5154.382470376214,6231.573705489621,14
2024-07-02,5987.514229097273,5374.003984331375,6623.007968457321,14
2024-07-03,6258.695985601299,5677.29083693612,6923.306773253153,13
2024-07-04,6554.980080007718,5769.920319012446,7296.812749367371,15
2024-07-05,6976.469123853411,6100.099601897416,7643.426295201367,12
2024-07-06,7162.051793185362,6504.980080005228,7625.498008347883,15
2024-07-07,7431.27490076849,6682.768924635596,7981.0756976086195,12
2024-07-08,7250.871514305322,6615.537848935037,7903.386454576862,4
2024-07-09,7211.933516295415,6521.414342954254,7907.868526290233,16
2024-07-10,7058.702689594557,6463.147410680435,7810.756972500536,16
2024-07-11,7031.196642353573,6418.326693546729,7706.175299188555,14
2024-07-12,6982.3207174792,6342.131474419429,7573.207171691893,16
2024-07-13,6811.75298838704,6219.621514253965,7368.5258967813015,12
2024-07-14,6701.195219457231,6295.816733381266,7302.788844985199,15
2024-07-15,6754.581673643157,6413.844621833359,7311.75298841194,15
2024-07-16,6766.9945222493525,6461.653386775979,7461.1553788576275,16
2024-07-17,6899.962649746014,6596.115538177098,7549.302789220583,16
2024-07-18,6795.140865449388,6630.478087979605,7497.011952564592,14
2024-07-19,6751.920888213314,6537.848605903279,7289.342629845087,14
2024-07-20,6763.944223444419,6467.629482393806,7189.243028246477,12
2024-07-21,6642.857143187963,6262.948207483215,7114.5418330236325,14
2024-07-22,6577.390438574571,6219.621514253965,7048.80478122753,15
2024-07-23,6355.232914812358,6053.784860859252,6933.764940584351,13
2024-07-24,6304.354012835305,5973.107570018581,6841.135458508024,14
2024-07-25,6130.513659952429,5832.669322999635,6588.6454186548135,14
2024-07-26,5908.864542126936,5605.57768952219,6352.589641750627,12
2024-07-27,5613.3279385265605,5270.916334923851,6026.892430579028,16
