date,voll_mean,voll_min,voll_max,obs_count,indexed_vocl,base_vocl_usd_per_mwh,inception_date,series,provider,gpu_family,instance_token,region,region_priority,price_file
2024-01-25,1069.3986971160882,899.5663153271847,1408.7615283267455,3,1.0,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-01-26,1152.4072244180938,899.5663153271847,1408.6791831357048,8,1.077621683592714,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-01-27,1087.6221453667104,899.5663153271847,1392.127799736495,8,1.0170408364062593,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-01-28,1146.871797687015,899.5663153271847,1388.998682476943,6,1.0724454787347817,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-01-30,1141.2723246962375,899.5663153271847,1363.389328063241,6,1.0672093839032863,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-01-31,1209.2620040989607,899.5663153271847,1358.6682037768994,6,1.1307868686955111,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-01,1114.407968574635,899.5663153271847,1353.2608695652173,9,1.042088391897172,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-02,1129.830917874396,899.5663153271847,1347.935880544576,4,1.0565104679118078,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-06,1104.0623627580148,931.5985946420728,1354.0294246815984,5,1.0324141648343188,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-07,1020.5451251646903,931.6534914361,1355.841018884497,10,0.9543167837373056,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-08,1087.9047390905098,928.9086517347386,1353.5902503293805,11,1.0173050911922072,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-09,1071.5945688771774,922.183794466403,1350.214097496706,12,1.002053370522155,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-10,1079.6228091188564,918.6703996486605,1343.6264822134385,11,1.009560617597852,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-11,1046.8793667904338,920.3996486605181,1336.9565217391303,11,0.9789420630618088,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-12,1094.5103205972769,922.4582784365392,1334.0744400527005,10,1.0234820030629443,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-13,1045.8637761009302,924.2698726394377,1324.1381203337721,11,0.9779923791953122,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-14,1059.5587986892333,927.591128678085,1320.5698287220023,13,0.9907986624133817,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-15,1067.5017079002585,931.3515590689502,1312.8568291611768,9,0.9982261160211383,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-16,1062.711141515489,933.9866051822572,1309.7551602986384,13,0.9937464337495138,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-17,1085.5441769473389,944.2797540623626,1303.0028546332892,11,1.0150977178808906,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-18,1061.5567732662594,958.415678524374,1298.5013175230563,11,0.9926669783019405,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-19,1075.384735031474,962.9172156346069,1287.1102327624064,12,1.0055975736004998,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-20,1074.6184672815107,969.2577953447518,1267.6218708827403,12,1.0048810328453728,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-21,1048.2563933650888,973.6769872639436,1259.3050065876153,13,0.9802297274084818,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-22,1038.383838383838,976.4218269653052,1248.4628897672374,10,0.9709978525166622,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-23,1066.046332894159,981.911506368028,1239.9264382960032,10,0.9968651876695102,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-24,1078.6546292969217,986.4404918752743,1222.8809837505487,11,1.0086552678676293,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-25,1078.513852291026,990.5851998243302,1230.1548089591565,12,1.0085236265945705,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
2024-02-26,1081.7390389401257,996.4317083882299,1231.9938515590688,12,1.0115395145489858,1069.3986971160882,2024-01-25,A100,aws,A100,p4d24xlarge,us-west-2,0,C:\Users\FarhadBillimoria\OneDrive - Aurora Energy Research\Documents\Personal\Endog_demand_AI\pyai\data\original\prices\A100\EC2_p4d24xlarge_us-west-2.csv
